dependency_group_id,constructor_family,linear_context,exact_relation,aggregate_coordinate,component_coordinates,n_members,linearity_argument,evidence_class,all_members_admissible,n_inadmissible_members,inadmissible_members,status,vacuous_reason
DEP_C4_PHASE_ece19,C4,PHASE(pinj_b|ece19),PHASE(pinj|ece19) = sum_b PHASE(pinj_b|ece19),PHASE(pinj|ece19),PHASE(pinj_15l|ece19)|PHASE(pinj_15r|ece19)|PHASE(pinj_21l|ece19)|PHASE(pinj_21r|ece19)|PHASE(pinj_30l|ece19)|PHASE(pinj_30r|ece19)|PHASE(pinj_33l|ece19)|PHASE(pinj_33r|ece19),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|ece19)|PHASE(pinj_15l|ece19)|PHASE(pinj_15r|ece19)|PHASE(pinj_21l|ece19)|PHASE(pinj_21r|ece19)|PHASE(pinj_30l|ece19)|PHASE(pinj_30r|ece19)|PHASE(pinj_33l|ece19)|PHASE(pinj_33r|ece19),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_ece19,C6,LEVEL_RATE(pinj_b|ece19),LEVEL_RATE(pinj|ece19) = sum_b LEVEL_RATE(pinj_b|ece19),LEVEL_RATE(pinj|ece19),LEVEL_RATE(pinj_15l|ece19)|LEVEL_RATE(pinj_15r|ece19)|LEVEL_RATE(pinj_21l|ece19)|LEVEL_RATE(pinj_21r|ece19)|LEVEL_RATE(pinj_30l|ece19)|LEVEL_RATE(pinj_30r|ece19)|LEVEL_RATE(pinj_33l|ece19)|LEVEL_RATE(pinj_33r|ece19),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|ece19)|LEVEL_RATE(pinj_21l|ece19)|LEVEL_RATE(pinj_21r|ece19)|LEVEL_RATE(pinj_33l|ece19),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_ece19,C8,LEVEL_OVER_RATE(pinj_b|ece19),LEVEL_OVER_RATE(pinj|ece19) = sum_b LEVEL_OVER_RATE(pinj_b|ece19),LEVEL_OVER_RATE(pinj|ece19),LEVEL_OVER_RATE(pinj_15l|ece19)|LEVEL_OVER_RATE(pinj_15r|ece19)|LEVEL_OVER_RATE(pinj_21l|ece19)|LEVEL_OVER_RATE(pinj_21r|ece19)|LEVEL_OVER_RATE(pinj_30l|ece19)|LEVEL_OVER_RATE(pinj_30r|ece19)|LEVEL_OVER_RATE(pinj_33l|ece19)|LEVEL_OVER_RATE(pinj_33r|ece19),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|ece19)|LEVEL_OVER_RATE(pinj_15l|ece19)|LEVEL_OVER_RATE(pinj_15r|ece19)|LEVEL_OVER_RATE(pinj_21l|ece19)|LEVEL_OVER_RATE(pinj_21r|ece19)|LEVEL_OVER_RATE(pinj_30l|ece19)|LEVEL_OVER_RATE(pinj_30r|ece19)|LEVEL_OVER_RATE(pinj_33l|ece19)|LEVEL_OVER_RATE(pinj_33r|ece19),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_ece20,C4,PHASE(pinj_b|ece20),PHASE(pinj|ece20) = sum_b PHASE(pinj_b|ece20),PHASE(pinj|ece20),PHASE(pinj_15l|ece20)|PHASE(pinj_15r|ece20)|PHASE(pinj_21l|ece20)|PHASE(pinj_21r|ece20)|PHASE(pinj_30l|ece20)|PHASE(pinj_30r|ece20)|PHASE(pinj_33l|ece20)|PHASE(pinj_33r|ece20),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|ece20)|PHASE(pinj_15l|ece20)|PHASE(pinj_15r|ece20)|PHASE(pinj_21l|ece20)|PHASE(pinj_21r|ece20)|PHASE(pinj_30l|ece20)|PHASE(pinj_30r|ece20)|PHASE(pinj_33l|ece20)|PHASE(pinj_33r|ece20),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_ece20,C6,LEVEL_RATE(pinj_b|ece20),LEVEL_RATE(pinj|ece20) = sum_b LEVEL_RATE(pinj_b|ece20),LEVEL_RATE(pinj|ece20),LEVEL_RATE(pinj_15l|ece20)|LEVEL_RATE(pinj_15r|ece20)|LEVEL_RATE(pinj_21l|ece20)|LEVEL_RATE(pinj_21r|ece20)|LEVEL_RATE(pinj_30l|ece20)|LEVEL_RATE(pinj_30r|ece20)|LEVEL_RATE(pinj_33l|ece20)|LEVEL_RATE(pinj_33r|ece20),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|ece20)|LEVEL_RATE(pinj_21l|ece20)|LEVEL_RATE(pinj_21r|ece20)|LEVEL_RATE(pinj_33l|ece20),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_ece20,C8,LEVEL_OVER_RATE(pinj_b|ece20),LEVEL_OVER_RATE(pinj|ece20) = sum_b LEVEL_OVER_RATE(pinj_b|ece20),LEVEL_OVER_RATE(pinj|ece20),LEVEL_OVER_RATE(pinj_15l|ece20)|LEVEL_OVER_RATE(pinj_15r|ece20)|LEVEL_OVER_RATE(pinj_21l|ece20)|LEVEL_OVER_RATE(pinj_21r|ece20)|LEVEL_OVER_RATE(pinj_30l|ece20)|LEVEL_OVER_RATE(pinj_30r|ece20)|LEVEL_OVER_RATE(pinj_33l|ece20)|LEVEL_OVER_RATE(pinj_33r|ece20),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|ece20)|LEVEL_OVER_RATE(pinj_15l|ece20)|LEVEL_OVER_RATE(pinj_15r|ece20)|LEVEL_OVER_RATE(pinj_21l|ece20)|LEVEL_OVER_RATE(pinj_21r|ece20)|LEVEL_OVER_RATE(pinj_30l|ece20)|LEVEL_OVER_RATE(pinj_30r|ece20)|LEVEL_OVER_RATE(pinj_33l|ece20)|LEVEL_OVER_RATE(pinj_33r|ece20),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_ece21,C4,PHASE(pinj_b|ece21),PHASE(pinj|ece21) = sum_b PHASE(pinj_b|ece21),PHASE(pinj|ece21),PHASE(pinj_15l|ece21)|PHASE(pinj_15r|ece21)|PHASE(pinj_21l|ece21)|PHASE(pinj_21r|ece21)|PHASE(pinj_30l|ece21)|PHASE(pinj_30r|ece21)|PHASE(pinj_33l|ece21)|PHASE(pinj_33r|ece21),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|ece21)|PHASE(pinj_15l|ece21)|PHASE(pinj_15r|ece21)|PHASE(pinj_21l|ece21)|PHASE(pinj_21r|ece21)|PHASE(pinj_30l|ece21)|PHASE(pinj_30r|ece21)|PHASE(pinj_33l|ece21)|PHASE(pinj_33r|ece21),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_ece21,C6,LEVEL_RATE(pinj_b|ece21),LEVEL_RATE(pinj|ece21) = sum_b LEVEL_RATE(pinj_b|ece21),LEVEL_RATE(pinj|ece21),LEVEL_RATE(pinj_15l|ece21)|LEVEL_RATE(pinj_15r|ece21)|LEVEL_RATE(pinj_21l|ece21)|LEVEL_RATE(pinj_21r|ece21)|LEVEL_RATE(pinj_30l|ece21)|LEVEL_RATE(pinj_30r|ece21)|LEVEL_RATE(pinj_33l|ece21)|LEVEL_RATE(pinj_33r|ece21),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|ece21)|LEVEL_RATE(pinj_21l|ece21)|LEVEL_RATE(pinj_21r|ece21)|LEVEL_RATE(pinj_33l|ece21),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_ece21,C8,LEVEL_OVER_RATE(pinj_b|ece21),LEVEL_OVER_RATE(pinj|ece21) = sum_b LEVEL_OVER_RATE(pinj_b|ece21),LEVEL_OVER_RATE(pinj|ece21),LEVEL_OVER_RATE(pinj_15l|ece21)|LEVEL_OVER_RATE(pinj_15r|ece21)|LEVEL_OVER_RATE(pinj_21l|ece21)|LEVEL_OVER_RATE(pinj_21r|ece21)|LEVEL_OVER_RATE(pinj_30l|ece21)|LEVEL_OVER_RATE(pinj_30r|ece21)|LEVEL_OVER_RATE(pinj_33l|ece21)|LEVEL_OVER_RATE(pinj_33r|ece21),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|ece21)|LEVEL_OVER_RATE(pinj_15l|ece21)|LEVEL_OVER_RATE(pinj_15r|ece21)|LEVEL_OVER_RATE(pinj_21l|ece21)|LEVEL_OVER_RATE(pinj_21r|ece21)|LEVEL_OVER_RATE(pinj_30l|ece21)|LEVEL_OVER_RATE(pinj_30r|ece21)|LEVEL_OVER_RATE(pinj_33l|ece21)|LEVEL_OVER_RATE(pinj_33r|ece21),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_ece22,C4,PHASE(pinj_b|ece22),PHASE(pinj|ece22) = sum_b PHASE(pinj_b|ece22),PHASE(pinj|ece22),PHASE(pinj_15l|ece22)|PHASE(pinj_15r|ece22)|PHASE(pinj_21l|ece22)|PHASE(pinj_21r|ece22)|PHASE(pinj_30l|ece22)|PHASE(pinj_30r|ece22)|PHASE(pinj_33l|ece22)|PHASE(pinj_33r|ece22),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|ece22)|PHASE(pinj_15l|ece22)|PHASE(pinj_15r|ece22)|PHASE(pinj_21l|ece22)|PHASE(pinj_21r|ece22)|PHASE(pinj_30l|ece22)|PHASE(pinj_30r|ece22)|PHASE(pinj_33l|ece22)|PHASE(pinj_33r|ece22),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_ece22,C6,LEVEL_RATE(pinj_b|ece22),LEVEL_RATE(pinj|ece22) = sum_b LEVEL_RATE(pinj_b|ece22),LEVEL_RATE(pinj|ece22),LEVEL_RATE(pinj_15l|ece22)|LEVEL_RATE(pinj_15r|ece22)|LEVEL_RATE(pinj_21l|ece22)|LEVEL_RATE(pinj_21r|ece22)|LEVEL_RATE(pinj_30l|ece22)|LEVEL_RATE(pinj_30r|ece22)|LEVEL_RATE(pinj_33l|ece22)|LEVEL_RATE(pinj_33r|ece22),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|ece22)|LEVEL_RATE(pinj_21l|ece22)|LEVEL_RATE(pinj_21r|ece22)|LEVEL_RATE(pinj_33l|ece22),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_ece22,C8,LEVEL_OVER_RATE(pinj_b|ece22),LEVEL_OVER_RATE(pinj|ece22) = sum_b LEVEL_OVER_RATE(pinj_b|ece22),LEVEL_OVER_RATE(pinj|ece22),LEVEL_OVER_RATE(pinj_15l|ece22)|LEVEL_OVER_RATE(pinj_15r|ece22)|LEVEL_OVER_RATE(pinj_21l|ece22)|LEVEL_OVER_RATE(pinj_21r|ece22)|LEVEL_OVER_RATE(pinj_30l|ece22)|LEVEL_OVER_RATE(pinj_30r|ece22)|LEVEL_OVER_RATE(pinj_33l|ece22)|LEVEL_OVER_RATE(pinj_33r|ece22),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|ece22)|LEVEL_OVER_RATE(pinj_15l|ece22)|LEVEL_OVER_RATE(pinj_15r|ece22)|LEVEL_OVER_RATE(pinj_21l|ece22)|LEVEL_OVER_RATE(pinj_21r|ece22)|LEVEL_OVER_RATE(pinj_30l|ece22)|LEVEL_OVER_RATE(pinj_30r|ece22)|LEVEL_OVER_RATE(pinj_33l|ece22)|LEVEL_OVER_RATE(pinj_33r|ece22),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_ece25,C4,PHASE(pinj_b|ece25),PHASE(pinj|ece25) = sum_b PHASE(pinj_b|ece25),PHASE(pinj|ece25),PHASE(pinj_15l|ece25)|PHASE(pinj_15r|ece25)|PHASE(pinj_21l|ece25)|PHASE(pinj_21r|ece25)|PHASE(pinj_30l|ece25)|PHASE(pinj_30r|ece25)|PHASE(pinj_33l|ece25)|PHASE(pinj_33r|ece25),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|ece25)|PHASE(pinj_15l|ece25)|PHASE(pinj_15r|ece25)|PHASE(pinj_21l|ece25)|PHASE(pinj_21r|ece25)|PHASE(pinj_30l|ece25)|PHASE(pinj_30r|ece25)|PHASE(pinj_33l|ece25)|PHASE(pinj_33r|ece25),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_ece25,C6,LEVEL_RATE(pinj_b|ece25),LEVEL_RATE(pinj|ece25) = sum_b LEVEL_RATE(pinj_b|ece25),LEVEL_RATE(pinj|ece25),LEVEL_RATE(pinj_15l|ece25)|LEVEL_RATE(pinj_15r|ece25)|LEVEL_RATE(pinj_21l|ece25)|LEVEL_RATE(pinj_21r|ece25)|LEVEL_RATE(pinj_30l|ece25)|LEVEL_RATE(pinj_30r|ece25)|LEVEL_RATE(pinj_33l|ece25)|LEVEL_RATE(pinj_33r|ece25),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|ece25)|LEVEL_RATE(pinj_21l|ece25)|LEVEL_RATE(pinj_21r|ece25)|LEVEL_RATE(pinj_33l|ece25),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_ece25,C8,LEVEL_OVER_RATE(pinj_b|ece25),LEVEL_OVER_RATE(pinj|ece25) = sum_b LEVEL_OVER_RATE(pinj_b|ece25),LEVEL_OVER_RATE(pinj|ece25),LEVEL_OVER_RATE(pinj_15l|ece25)|LEVEL_OVER_RATE(pinj_15r|ece25)|LEVEL_OVER_RATE(pinj_21l|ece25)|LEVEL_OVER_RATE(pinj_21r|ece25)|LEVEL_OVER_RATE(pinj_30l|ece25)|LEVEL_OVER_RATE(pinj_30r|ece25)|LEVEL_OVER_RATE(pinj_33l|ece25)|LEVEL_OVER_RATE(pinj_33r|ece25),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|ece25)|LEVEL_OVER_RATE(pinj_15l|ece25)|LEVEL_OVER_RATE(pinj_15r|ece25)|LEVEL_OVER_RATE(pinj_21l|ece25)|LEVEL_OVER_RATE(pinj_21r|ece25)|LEVEL_OVER_RATE(pinj_30l|ece25)|LEVEL_OVER_RATE(pinj_30r|ece25)|LEVEL_OVER_RATE(pinj_33l|ece25)|LEVEL_OVER_RATE(pinj_33r|ece25),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_ece27,C4,PHASE(pinj_b|ece27),PHASE(pinj|ece27) = sum_b PHASE(pinj_b|ece27),PHASE(pinj|ece27),PHASE(pinj_15l|ece27)|PHASE(pinj_15r|ece27)|PHASE(pinj_21l|ece27)|PHASE(pinj_21r|ece27)|PHASE(pinj_30l|ece27)|PHASE(pinj_30r|ece27)|PHASE(pinj_33l|ece27)|PHASE(pinj_33r|ece27),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|ece27)|PHASE(pinj_15l|ece27)|PHASE(pinj_15r|ece27)|PHASE(pinj_21l|ece27)|PHASE(pinj_21r|ece27)|PHASE(pinj_30l|ece27)|PHASE(pinj_30r|ece27)|PHASE(pinj_33l|ece27)|PHASE(pinj_33r|ece27),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_ece27,C6,LEVEL_RATE(pinj_b|ece27),LEVEL_RATE(pinj|ece27) = sum_b LEVEL_RATE(pinj_b|ece27),LEVEL_RATE(pinj|ece27),LEVEL_RATE(pinj_15l|ece27)|LEVEL_RATE(pinj_15r|ece27)|LEVEL_RATE(pinj_21l|ece27)|LEVEL_RATE(pinj_21r|ece27)|LEVEL_RATE(pinj_30l|ece27)|LEVEL_RATE(pinj_30r|ece27)|LEVEL_RATE(pinj_33l|ece27)|LEVEL_RATE(pinj_33r|ece27),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|ece27)|LEVEL_RATE(pinj_21l|ece27)|LEVEL_RATE(pinj_21r|ece27)|LEVEL_RATE(pinj_33l|ece27),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_ece27,C8,LEVEL_OVER_RATE(pinj_b|ece27),LEVEL_OVER_RATE(pinj|ece27) = sum_b LEVEL_OVER_RATE(pinj_b|ece27),LEVEL_OVER_RATE(pinj|ece27),LEVEL_OVER_RATE(pinj_15l|ece27)|LEVEL_OVER_RATE(pinj_15r|ece27)|LEVEL_OVER_RATE(pinj_21l|ece27)|LEVEL_OVER_RATE(pinj_21r|ece27)|LEVEL_OVER_RATE(pinj_30l|ece27)|LEVEL_OVER_RATE(pinj_30r|ece27)|LEVEL_OVER_RATE(pinj_33l|ece27)|LEVEL_OVER_RATE(pinj_33r|ece27),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|ece27)|LEVEL_OVER_RATE(pinj_15l|ece27)|LEVEL_OVER_RATE(pinj_15r|ece27)|LEVEL_OVER_RATE(pinj_21l|ece27)|LEVEL_OVER_RATE(pinj_21r|ece27)|LEVEL_OVER_RATE(pinj_30l|ece27)|LEVEL_OVER_RATE(pinj_30r|ece27)|LEVEL_OVER_RATE(pinj_33l|ece27)|LEVEL_OVER_RATE(pinj_33r|ece27),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_ece28,C4,PHASE(pinj_b|ece28),PHASE(pinj|ece28) = sum_b PHASE(pinj_b|ece28),PHASE(pinj|ece28),PHASE(pinj_15l|ece28)|PHASE(pinj_15r|ece28)|PHASE(pinj_21l|ece28)|PHASE(pinj_21r|ece28)|PHASE(pinj_30l|ece28)|PHASE(pinj_30r|ece28)|PHASE(pinj_33l|ece28)|PHASE(pinj_33r|ece28),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|ece28)|PHASE(pinj_15l|ece28)|PHASE(pinj_15r|ece28)|PHASE(pinj_21l|ece28)|PHASE(pinj_21r|ece28)|PHASE(pinj_30l|ece28)|PHASE(pinj_30r|ece28)|PHASE(pinj_33l|ece28)|PHASE(pinj_33r|ece28),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_ece28,C6,LEVEL_RATE(pinj_b|ece28),LEVEL_RATE(pinj|ece28) = sum_b LEVEL_RATE(pinj_b|ece28),LEVEL_RATE(pinj|ece28),LEVEL_RATE(pinj_15l|ece28)|LEVEL_RATE(pinj_15r|ece28)|LEVEL_RATE(pinj_21l|ece28)|LEVEL_RATE(pinj_21r|ece28)|LEVEL_RATE(pinj_30l|ece28)|LEVEL_RATE(pinj_30r|ece28)|LEVEL_RATE(pinj_33l|ece28)|LEVEL_RATE(pinj_33r|ece28),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|ece28)|LEVEL_RATE(pinj_21l|ece28)|LEVEL_RATE(pinj_21r|ece28)|LEVEL_RATE(pinj_33l|ece28),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_ece28,C8,LEVEL_OVER_RATE(pinj_b|ece28),LEVEL_OVER_RATE(pinj|ece28) = sum_b LEVEL_OVER_RATE(pinj_b|ece28),LEVEL_OVER_RATE(pinj|ece28),LEVEL_OVER_RATE(pinj_15l|ece28)|LEVEL_OVER_RATE(pinj_15r|ece28)|LEVEL_OVER_RATE(pinj_21l|ece28)|LEVEL_OVER_RATE(pinj_21r|ece28)|LEVEL_OVER_RATE(pinj_30l|ece28)|LEVEL_OVER_RATE(pinj_30r|ece28)|LEVEL_OVER_RATE(pinj_33l|ece28)|LEVEL_OVER_RATE(pinj_33r|ece28),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|ece28)|LEVEL_OVER_RATE(pinj_15l|ece28)|LEVEL_OVER_RATE(pinj_15r|ece28)|LEVEL_OVER_RATE(pinj_21l|ece28)|LEVEL_OVER_RATE(pinj_21r|ece28)|LEVEL_OVER_RATE(pinj_30l|ece28)|LEVEL_OVER_RATE(pinj_30r|ece28)|LEVEL_OVER_RATE(pinj_33l|ece28)|LEVEL_OVER_RATE(pinj_33r|ece28),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_ece29,C4,PHASE(pinj_b|ece29),PHASE(pinj|ece29) = sum_b PHASE(pinj_b|ece29),PHASE(pinj|ece29),PHASE(pinj_15l|ece29)|PHASE(pinj_15r|ece29)|PHASE(pinj_21l|ece29)|PHASE(pinj_21r|ece29)|PHASE(pinj_30l|ece29)|PHASE(pinj_30r|ece29)|PHASE(pinj_33l|ece29)|PHASE(pinj_33r|ece29),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|ece29)|PHASE(pinj_15l|ece29)|PHASE(pinj_15r|ece29)|PHASE(pinj_21l|ece29)|PHASE(pinj_21r|ece29)|PHASE(pinj_30l|ece29)|PHASE(pinj_30r|ece29)|PHASE(pinj_33l|ece29)|PHASE(pinj_33r|ece29),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_ece29,C6,LEVEL_RATE(pinj_b|ece29),LEVEL_RATE(pinj|ece29) = sum_b LEVEL_RATE(pinj_b|ece29),LEVEL_RATE(pinj|ece29),LEVEL_RATE(pinj_15l|ece29)|LEVEL_RATE(pinj_15r|ece29)|LEVEL_RATE(pinj_21l|ece29)|LEVEL_RATE(pinj_21r|ece29)|LEVEL_RATE(pinj_30l|ece29)|LEVEL_RATE(pinj_30r|ece29)|LEVEL_RATE(pinj_33l|ece29)|LEVEL_RATE(pinj_33r|ece29),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|ece29)|LEVEL_RATE(pinj_21l|ece29)|LEVEL_RATE(pinj_21r|ece29)|LEVEL_RATE(pinj_33l|ece29),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_ece29,C8,LEVEL_OVER_RATE(pinj_b|ece29),LEVEL_OVER_RATE(pinj|ece29) = sum_b LEVEL_OVER_RATE(pinj_b|ece29),LEVEL_OVER_RATE(pinj|ece29),LEVEL_OVER_RATE(pinj_15l|ece29)|LEVEL_OVER_RATE(pinj_15r|ece29)|LEVEL_OVER_RATE(pinj_21l|ece29)|LEVEL_OVER_RATE(pinj_21r|ece29)|LEVEL_OVER_RATE(pinj_30l|ece29)|LEVEL_OVER_RATE(pinj_30r|ece29)|LEVEL_OVER_RATE(pinj_33l|ece29)|LEVEL_OVER_RATE(pinj_33r|ece29),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|ece29)|LEVEL_OVER_RATE(pinj_15l|ece29)|LEVEL_OVER_RATE(pinj_15r|ece29)|LEVEL_OVER_RATE(pinj_21l|ece29)|LEVEL_OVER_RATE(pinj_21r|ece29)|LEVEL_OVER_RATE(pinj_30l|ece29)|LEVEL_OVER_RATE(pinj_30r|ece29)|LEVEL_OVER_RATE(pinj_33l|ece29)|LEVEL_OVER_RATE(pinj_33r|ece29),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
